_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
4634,3150,659,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HENDON PARK - Outdoor Tennis Court (  1)
4635,3151,659,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HENDON PARK - Outdoor Tennis Court (  2)
4636,3152,659,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HENDON PARK - Outdoor Tennis Court (  3)
4637,3153,659,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HENDON PARK - Outdoor Tennis Court (  4)
4638,4337,659,Splash Pad,None,Splash/Spray Pad,None,HENDON PARK - Splash/Spray Pad
4639,13275,659,Drinking Fountain,None,Drinking Fountain Count,None,HENDON PARK - Drinking Water Source
4640,18048,659,Ball Diamond,sport,Baseball Diamond Field - A,A,HENDON PARK - Ball Diamond Field (  1)
4641,18049,659,Ball Diamond,sport,Baseball Diamond Field - A,A,HENDON PARK - Ball Diamond Field (  2)
4642,22530,659,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL ( 10)
4643,22531,659,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL ( 11)
4644,22593,659,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL (  8)
4645,22594,659,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL (  9)
4646,29453,659,Clubhouse,None,Clubhouse,None,HENDON PARK TENNIS CLUBHOUSE
4647,29453,659,Washroom Facility,None,Washroom Building,None,HENDON PARK TENNIS CLUBHOUSE
4648,32328,659,Parking Lot,None,Outdoor Parking Lot,None,HENDON PARK - Outdoor Parking Lot
4649,34520,659,Playground,None,Playground Site,None,HENDON PARK - Playground
4650,37085,659,Shop,room,Room,None,HENDON PARK TENNIS CLUBHOUSE - Concession Stand
4651,58322,659,Picnic Shelter,picnic,Shelter,None,HENDON PARK - Shade Structure (  1)
4652,71444,659,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL ( 19)
4653,71445,659,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL ( 20)
4654,71446,659,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL ( 21)
4655,71447,659,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL ( 22)
4656,13276,660,Dog Fountain,None,Dog Fountain Count,None,HIDDEN TRAIL PARK - Drinking Water Source
4657,13276,660,Drinking Fountain,None,Drinking Fountain Count,None,HIDDEN TRAIL PARK - Drinking Water Source
4658,34486,660,Playground,None,Playground Site,None,HIDDEN TRAIL PARK - Playground
4659,71400,660,Outdoor Table Tennis,None,Outdoor Table Tennis,None,HIDDEN TRAIL PARK - Outdoor Table Tennis
4660,71402,660,Gazebo,None,Gazebo,None,HIDDEN TRAIL PARK - Shade Structure
4661,71403,660,Outdoor Chess Table,None,Outdoor Chess Table,None,HIDDEN TRAIL PARK - Outdoor Chess Table (  1)
4662,71404,660,Outdoor Chess Table,None,Outdoor Chess Table,None,HIDDEN TRAIL PARK - Outdoor Chess Table (  2)
4663,17798,661,Ball Diamond,sport,Baseball Diamond Field - C,C,HOBART PARK - Ball Diamond Field
4664,34498,661,Playground,None,Playground Site,None,HOBART PARK - Playground
4665,3117,663,Pickleball Court,None,None,None,HULLMAR PARK - Tennis Court Area
4666,3117,663,Pickleball Court,None,None,None,HULLMAR PARK - Tennis Court Area
4667,3118,663,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HULLMAR PARK - Outdoor Tennis Court (  1)
4668,3119,663,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HULLMAR PARK - Outdoor Tennis Court (  2)
4669,3120,663,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HULLMAR PARK - Outdoor Tennis Court (  3)
4670,13277,663,Drinking Fountain,None,Drinking Fountain Count,None,HULLMAR PARK - Drinking Water Source
4671,17802,663,Ball Diamond,sport,Baseball Diamond Field - C,C,HULLMAR PARK - Ball Diamond Field
4672,34502,663,Playground,None,Playground Site,None,HULLMAR PARK - Playground
4673,4248,664,Outdoor Pool,pool,Outdoor Pool Tank,None,IRVING W. CHAPLEY COMMUNITY CENTRE - Outdoor Pool Tank
4674,43590,664,Outdoor Rink,ice,Outdoor Ice Pad - A,A,IRVING W. CHAPLEY COMMUNITY CENTRE - Outdoor Ice Pad
4675,43590,664,Outdoor Dry Pad,ice,Outdoor Dry Pad - A,A,IRVING W. CHAPLEY COMMUNITY CENTRE - Outdoor Ice Pad
4676,48004,664,Multipurpose Room,room,Room - C,C,IRVING W. CHAPLEY COMMUNITY CENTRE - Multipurpose Room ( 2)
4677,48307,664,Multipurpose Room,room,Room - C,C,IRVING W. CHAPLEY COMMUNITY CENTRE - Multipurpose Room ( 1)
4678,3084,665,Ball Hockey Pad,None,Ball Hockey Pad,None,IRVING W. CHAPLEY PARK - Ball Hockey
4679,3085,665,Outdoor Basketball Court,None,Basketball Court,None,IRVING W. CHAPLEY PARK - Basketball Court (  2)
4680,3090,665,Pickleball Court,None,None,None,IRVING W. CHAPLEY PARK - Tennis Court Area
4681,3090,665,Pickleball Court,None,None,None,IRVING W. CHAPLEY PARK - Tennis Court Area
4682,3091,665,Outdoor Tennis Court,None,Outdoor Tennis Court,None,IRVING W. CHAPLEY PARK - Outdoor Tennis Court (  1)
4683,3092,665,Outdoor Tennis Court,None,Outdoor Tennis Court,None,IRVING W. CHAPLEY PARK - Outdoor Tennis Court (  2)
4684,4252,665,Splash Pad,None,Splash/Spray Pad,None,IRVING W. CHAPLEY PARK - Splash/Spray Pad
4685,18052,665,Ball Diamond,sport,Baseball Diamond Field - C,C,IRVING W. CHAPLEY PARK - Ball Diamond Field (  1)
4686,18053,665,Ball Diamond,sport,Baseball Diamond Field - C,C,IRVING W. CHAPLEY PARK - Ball Diamond Field (  2)
4687,28403,665,Outdoor Basketball Court,None,Basketball Court,None,IRVING W. CHAPLEY PARK - Basketball Court (  1)
4688,32365,665,Parking Lot,None,Outdoor Parking Lot,None,IRVING W. CHAPLEY PARK - Outdoor Parking Lot
4689,42733,665,Playground,None,Playground Site,None,IRVING W. CHAPLEY PARK - Playground
4690,43668,665,Sports Pad Area,None,Sportspad Area,None,IRVING W. CHAPLEY PARK - Sportspad Area
4691,58323,665,Picnic Shelter,picnic,Shelter,None,IRVING W. CHAPLEY PARK - Shade Structure (  1)
4692,102042,665,Dog Fountain,None,Dog Fountain Count,None,IRVING W. CHAPLEY PARK - Drinking Water Source
4693,102042,665,Bottle Filling Station,None,Water Bottle Filling Count,None,IRVING W. CHAPLEY PARK - Drinking Water Source
4694,102042,665,Drinking Fountain,None,Drinking Fountain Count,None,IRVING W. CHAPLEY PARK - Drinking Water Source
4695,24008,666,Bike Trail,None,Bike Trail,None,TERRY FOX PARK TRAIL (  5)
4696,24009,666,Bike Trail,None,Bike Trail,None,TERRY FOX PARK TRAIL (  1)
4697,34277,666,Playground,None,Playground Site,None,TERRY FOX PARK - Playground
4698,36527,666,Sport Field,sport,Soccer Field - C,C,TERRY FOX PARK - Soccer Field (  1)
4699,36528,666,Sport Field,sport,Soccer Field - C,C,TERRY FOX PARK - Soccer Field (  2)
4700,36529,666,Sport Field,sport,Soccer Field - C,C,TERRY FOX PARK - Soccer Field (  3)
4701,40559,666,Bike Trail,None,Bike Trail,None,TERRY FOX PARK TRAIL (  4)
4702,40560,666,Bike Trail,None,Bike Trail,None,TERRY FOX PARK TRAIL (  3)
4703,40561,666,Bike Trail,None,Bike Trail,None,TERRY FOX PARK TRAIL (  2)
4704,45582,666,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,TERRY FOX PARK - Cricket Pitch Field
4705,967914,666,Picnic Shelter,picnic,Shelter,None,TERRY FOX PARK - Shade Structure
4706,17337,667,Indoor Rink,ice,Indoor Ice Pad - A,A,JOHN BOOTH MEMORIAL ARENA - Indoor Ice Pad
4707,17337,667,Indoor Dry Pad,ice,Indoor Dry Pad - A,A,JOHN BOOTH MEMORIAL ARENA - Indoor Ice Pad
4708,48007,667,Multipurpose Room,room,Room - C,C,JOHN BOOTH MEMORIAL ARENA - Multipurpose Room (  1)
4709,48008,667,Multipurpose Room,room,Room - C,C,JOHN BOOTH MEMORIAL ARENA - Multipurpose Room (  2)
4710,48321,667,Multipurpose Room,room,Room - C,C,JOHN BOOTH MEMORIAL ARENA - Multipurpose Room (  3)
4711,3223,668,Outdoor Basketball Court,None,Basketball Court,None,GLAMORGAN PARK - Basketball Court
4712,4420,668,Splash Pad,None,Splash/Spray Pad,None,GLAMORGAN PARK - Splash/Spray Pad
4713,17775,668,Ball Diamond,sport,Baseball Diamond Field - A,A,GLAMORGAN PARK - Ball Diamond Field
4714,34438,668,Playground,None,Playground Site,None,GLAMORGAN PARK - Playground
4715,41662,668,Washroom Facility,None,Washroom Building,None,GLAMORGAN PARK - Washroom Building
4716,132755,668,Outdoor Table Tennis,None,Outdoor Table Tennis,None,GLAMORGAN PARK - Outdoor Table Tennis
4717,967679,668,Gazebo,None,Gazebo,None,GLAMORGAN PARK - Shade Structure
4718,17776,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  5)
4719,18212,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  1)
4720,18213,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  2)
4721,18214,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  3)
4722,18215,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  4)
4723,78917,669,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GLEN RAVINE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
4724,78918,669,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GLEN RAVINE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
4725,78919,669,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GLEN RAVINE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
4726,78920,669,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GLEN RAVINE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
4727,78921,669,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GLEN RAVINE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  5)
4728,78922,669,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,GLEN RAVINE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  6)
4729,17781,670,Ball Diamond,sport,Baseball Diamond Field - C,C,GREENVALE PARK - Ball Diamond Field
4730,34464,670,Playground,None,Playground Site,None,GREENVALE PARK - Playground
4731,849949,670,Parking Lot,None,Outdoor Parking Lot,None,GREENVALE PARK - Outdoor Parking Lot
4732,17790,671,Ball Diamond,sport,Baseball Diamond Field - B,B,HAVENDALE PARK - Ball Diamond Field
4733,34478,671,Playground,None,Playground Site,None,HAVENDALE PARK - Playground
4734,3030,672,Pickleball Court,None,None,None,KIRKWOOD PARK - Tennis Court Area
4735,3030,672,Pickleball Court,None,None,None,KIRKWOOD PARK - Tennis Court Area
4736,3030,672,Pickleball Court,None,None,None,KIRKWOOD PARK - Tennis Court Area
4737,3030,672,Pickleball Court,None,None,None,KIRKWOOD PARK - Tennis Court Area
4738,3031,672,Outdoor Tennis Court,None,Outdoor Tennis Court,None,KIRKWOOD PARK - Outdoor Tennis Court (  1)
4739,3032,672,Outdoor Tennis Court,None,Outdoor Tennis Court,None,KIRKWOOD PARK - Outdoor Tennis Court (  2)
4740,3033,672,Outdoor Tennis Court,None,Outdoor Tennis Court,None,KIRKWOOD PARK - Outdoor Tennis Court (  3)
4741,3034,672,Outdoor Tennis Court,None,Outdoor Tennis Court,None,KIRKWOOD PARK - Outdoor Tennis Court (  4)
4742,34099,672,Playground,None,Playground Site,None,KIRKWOOD PARK - Playground
4743,2188,674,Drinking Fountain,None,Drinking Fountain Count,None,LANYARD PARK - Drinking Water Source
4744,2996,674,Outdoor Tennis Court,None,Outdoor Tennis Court,None,LANYARD PARK - Outdoor Tennis Court (  1)
4745,2997,674,Outdoor Tennis Court,None,Outdoor Tennis Court,None,LANYARD PARK - Outdoor Tennis Court (  2)
4746,2998,674,Outdoor Tennis Court,None,Outdoor Tennis Court,None,LANYARD PARK - Pickleball Court
4747,2998,674,Pickleball Court,None,None,None,LANYARD PARK - Pickleball Court
4748,2998,674,Pickleball Court,None,None,None,LANYARD PARK - Pickleball Court
4749,4176,674,Splash Pad,None,Splash/Spray Pad,None,LANYARD PARK - Splash/Spray Pad
4750,17526,674,Outdoor Basketball Court,None,Basketball Court,None,LANYARD PARK - Basketball Court
4751,17831,674,Ball Diamond,sport,Baseball Diamond Field - C,C,LANYARD PARK - Ball Diamond Field
4752,34113,674,Playground,None,Playground Site,None,LANYARD PARK - Playground
4753,138477,674,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LANYARD PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
4754,138478,674,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LANYARD PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
4755,138479,674,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LANYARD PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
4756,138480,674,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LANYARD PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
4757,138481,674,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LANYARD PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  5)
4758,138482,674,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LANYARD PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  6)
4759,4169,675,Outdoor Pool,pool,Outdoor Pool Tank,None,LAWRENCE HEIGHTS COMMUNITY CENTRE - Outdoor Pool Tank
4760,28542,675,Children's Garden,None,Children's Garden,None,LAWRENCE HEIGHTS COMMUNITY GARDEN
4761,28542,675,Community Garden,None,Community Garden,None,LAWRENCE HEIGHTS COMMUNITY GARDEN
4762,28944,675,Skateboard Area,None,Skateboard Area,None,LAWRENCE HEIGHTS SKATEBOARD PARK
4763,29865,675,Kitchen,room,Kitchen - B,B,LAWRENCE HEIGHTS COMMUNITY CENTRE - Kitchen
4764,40853,675,Weight/Cardio Room,None,Room-Fitness/Weight,None,LAWRENCE HEIGHTS COMMUNITY CENTRE - Fitness Room
4765,41411,675,Gymnasium,gym,Gymnasium - B,B,LAWRENCE HEIGHTS COMMUNITY CENTRE - Gymnasium
4766,48016,675,Multipurpose Room,room,Room - B,B,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  1)
4767,48343,675,Computer/Training Room,room,Room-Computer/Training - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Computer-Training
4768,48344,675,Enhanced Youth Space,None,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Enhanced Youth Space
4769,48345,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  2)
4770,48346,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  3)
4771,48347,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  4)
4772,48348,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  5)
4773,48349,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  6)
4774,48350,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  7)
4775,48351,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  8)
4776,48352,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  9)
4777,48353,675,Preschool,room,Preschool - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Preschool
4778,849435,675,Recording Studio,None,Room,None,LAWRENCE HEIGHTS COMMUNITY CENTRE - Media Studio
4779,4297,676,Wading Pool,None,Wading Pool,None,HIGHVIEW PARK - Wading Pool
4780,17795,676,Ball Diamond,sport,Baseball Diamond Field - A,A,HIGHVIEW PARK - Ball Diamond Field (  1)
4781,17796,676,Sport Field,sport,Soccer Field - A,A,HIGHVIEW PARK - Soccer Field
4782,29521,676,Fieldhouse,None,Fieldhouse,None,HIGHVIEW PARK - Fieldhouse
4783,29521,676,Washroom Facility,None,Washroom Building,None,HIGHVIEW PARK - Fieldhouse
4784,32352,676,Parking Lot,None,Outdoor Parking Lot,None,HIGHVIEW PARK - Outdoor Parking Lot (  1)
4785,49519,676,Parking Lot,None,Outdoor Parking Lot,None,HIGHVIEW PARK - Outdoor Parking Lot (  2)
4786,103247,676,Ball Diamond,sport,Baseball Diamond Field - B,B,ROY HALLADAY FIELD
4787,103285,676,Bottle Filling Station,None,Water Bottle Filling Count,None,HIGHVIEW PARK - Drinking Water Source (  1)
4788,103287,676,Bottle Filling Station,None,Water Bottle Filling Count,None,HIGHVIEW PARK - Drinking Water Source (  2)
4789,132519,676,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,HIGHVIEW PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
4790,132520,676,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,HIGHVIEW PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
4791,132521,676,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,HIGHVIEW PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
4792,908459,676,Ball Diamond,sport,Baseball Diamond Field,None,HIGHVIEW PARK - Ball Diamond Field (  2)
4793,2241,677,Drinking Fountain,None,Drinking Fountain Count,None,HORSELEY HILL PARK - Drinking Water Source
4794,4283,677,Splash Pad,None,Splash/Spray Pad,None,HORSELEY HILL PARK - Splash/Spray Pad
4795,17799,677,Ball Diamond,sport,Baseball Diamond Field - C,C,HORSELEY HILL PARK - Ball Diamond Field
4796,17800,677,Sport Field,sport,Soccer Field - C,C,HORSELEY HILL PARK - Soccer Field
4797,34500,677,Playground,None,Playground Site,None,HORSELEY HILL PARK - Playground
4798,1847,678,Washroom Facility,None,Washroom Building,None,LEDBURY COMMUNITY CENTRE
4799,4160,678,Outdoor Pool,pool,Outdoor Pool Tank,None,LEDBURY PARK - Outdoor Pool Tank
4800,13280,678,Drinking Fountain,None,Drinking Fountain Count,None,LEDBURY PARK - Drinking Water Source (  1)
4801,13281,678,Drinking Fountain,None,Drinking Fountain Count,None,LEDBURY PARK - Drinking Water Source (  2)
4802,30395,678,Dressing Room,None,Change Room,None,LEDBURY PARK - Dressing Room
4803,32388,678,Parking Lot,None,Outdoor Parking Lot,None,LEDBURY PARK - Outdoor Parking Lot
4804,43564,678,Outdoor Rink,ice,Outdoor Ice Pad,None,LEDBURY PARK - Outdoor Ice Pad
4805,17801,679,Sport Field,sport,Soccer Field - C,C,HORTON PARK - Soccer Field
4806,34501,679,Playground,None,Playground Site,None,HORTON PARK - Playground
4807,17807,680,Ball Diamond,sport,Baseball Diamond Field - C,C,HUNTSMILL PARK - Ball Diamond Field
4808,17808,680,Sport Field,sport,Soccer Field - C,C,HUNTSMILL PARK - Soccer Field
4809,34509,680,Playground,None,Playground Site,None,HUNTSMILL PARK - Playground
4810,2967,681,Pickleball Court,None,None,None,LILLIAN PARK - Tennis Court Area
4811,2968,681,Outdoor Tennis Court,None,Outdoor Tennis Court,None,LILLIAN PARK - Outdoor Tennis Court (  1)
4812,2969,681,Outdoor Tennis Court,None,Outdoor Tennis Court,None,LILLIAN PARK - Outdoor Tennis Court (  2)
4813,2970,681,Outdoor Tennis Court,None,Outdoor Tennis Court,None,LILLIAN PARK - Outdoor Tennis Court (  3)
4814,34125,681,Playground,None,Playground Site,None,LILLIAN PARK - Playground
4815,3110,682,Outdoor Basketball Court,None,Basketball Court,None,VIOLA DESMOND PARK - Basketball Court
4816,17809,682,Ball Diamond,sport,Baseball Diamond Field - C,C,VIOLA DESMOND PARK - Ball Diamond Field
4817,17810,682,Sport Field,sport,Soccer Field - C,C,VIOLA DESMOND PARK - Soccer Field
4818,34510,682,Playground,None,Playground Site,None,VIOLA DESMOND PARK - Playground
4819,103366,682,Bottle Filling Station,None,Water Bottle Filling Count,None,VIOLA DESMOND PARK - Drinking Water Source
4820,2175,683,Drinking Fountain,None,Drinking Fountain Count,None,LINDYLOU PARK - Drinking Water Source
4821,2965,683,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,LINDYLOU PARK - Volleyball Court (  1)
4822,2966,683,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,LINDYLOU PARK - Volleyball Court (  2)
4823,5473,683,Picnic Shelter,picnic,Shelter,None,LINDYLOU PARK - Shade Structure (  1)
4824,5474,683,Picnic Shelter,picnic,Shelter,None,LINDYLOU PARK - Shade Structure (  2)
4825,34171,683,Playground,None,Playground Site,None,LINDYLOU PARK - Playground
4826,34514,684,Playground,None,Playground Site,None,INGLEWOOD HEIGHTS PARK - Playground
4827,13282,685,Drinking Fountain,None,Drinking Fountain Count,None,LISSOM PARK - Drinking Water Source
4828,33774,685,Playground,None,Playground Site,None,LISSOM PARK - Playground
4829,3095,686,Outdoor Tennis Court,None,Outdoor Tennis Court,None,IROQUOIS PARK - Outdoor Tennis Court (  1)
4830,3096,686,Outdoor Tennis Court,None,Outdoor Tennis Court,None,IROQUOIS PARK - Outdoor Tennis Court (  2)
4831,3097,686,Outdoor Tennis Court,None,Outdoor Tennis Court,None,IROQUOIS PARK - Outdoor Tennis Court (  3)
4832,3098,686,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,IROQUOIS PARK - Volleyball Court
4833,18050,686,Ball Diamond,sport,Baseball Diamond Field - C,C,IROQUOIS PARK - Ball Diamond Field (  1)
4834,18051,686,Ball Diamond,sport,Baseball Diamond Field - C,C,IROQUOIS PARK - Ball Diamond Field (  2)
4835,29536,686,Washroom Facility,None,Washroom Building,None,IROQUOIS PARK - Fieldhouse
4836,29536,686,Fieldhouse,None,Fieldhouse,None,IROQUOIS PARK - Fieldhouse
4837,32363,686,Parking Lot,None,Outdoor Parking Lot,None,IROQUOIS PARK - Outdoor Parking Lot
4838,34517,686,Playground,None,Playground Site,None,IROQUOIS PARK - Playground
4839,33783,687,Playground,None,Playground Site,None,LONGWOOD PARK - Playground
4840,2917,688,Outdoor Basketball Court,None,Basketball Court,None,MAPLE LEAF PARK - Basketball Court
4841,2919,688,Outdoor Bocce Court,None,Outdoor Bocce Court,None,MAPLE LEAF PARK - Outdoor Bocce Court (  1)
4842,2920,688,Outdoor Bocce Court,None,Outdoor Bocce Court,None,MAPLE LEAF PARK - Outdoor Bocce Court (  2)
4843,2921,688,Outdoor Bocce Court,None,Outdoor Bocce Court,None,MAPLE LEAF PARK - Outdoor Bocce Court (  3)
4844,2922,688,Pickleball Court,None,None,None,MAPLE LEAF PARK - Tennis Court Area
4845,2922,688,Pickleball Court,None,None,None,MAPLE LEAF PARK - Tennis Court Area
4846,2922,688,Pickleball Court,None,None,None,MAPLE LEAF PARK - Tennis Court Area
4847,2923,688,Pickleball Court,None,None,None,MAPLE LEAF PARK - Outdoor Tennis Court (  1)
4848,2923,688,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MAPLE LEAF PARK - Outdoor Tennis Court (  1)
4849,2923,688,Pickleball Court,None,None,None,MAPLE LEAF PARK - Outdoor Tennis Court (  1)
4850,2924,688,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MAPLE LEAF PARK - Outdoor Tennis Court (  2)
4851,2925,688,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MAPLE LEAF PARK - Outdoor Tennis Court (  3)
4852,17852,688,Ball Diamond,sport,Baseball Diamond Field - C,C,MAPLE LEAF PARK - Ball Diamond Field
4853,33803,688,Playground,None,Playground Site,None,MAPLE LEAF PARK - Playground
4854,75023,688,Drinking Fountain,None,Drinking Fountain Count,None,MAPLE LEAF PARK - Drinking Water Source (  1)
4855,75024,688,Picnic Shelter,picnic,Shelter,None,MAPLE LEAF PARK - Shade Structure (  1)
4856,75025,688,Outdoor Chess Table,None,Outdoor Chess Table,None,MAPLE LEAF PARK - Outdoor Chess Table (  1)
4857,75026,688,Outdoor Chess Table,None,Outdoor Chess Table,None,MAPLE LEAF PARK - Outdoor Chess Table (  2)
4858,102106,688,Bottle Filling Station,None,Water Bottle Filling Count,None,MAPLE LEAF PARK - Drinking Water Source (  2)
4859,967588,688,Picnic Shelter,picnic,Shelter,None,MAPLE LEAF PARK - Shade Structure (  2)
4860,990759,688,Splash Pad,None,Splash/Spray Pad,None,MAPLE LEAF PARK - Splash/Spray Pad
4861,1001264,688,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MAPLE LEAF PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Parallel Bars
4862,1001265,688,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MAPLE LEAF PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Pull-Up Bars
4863,1001266,688,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MAPLE LEAF PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Step Bench
4864,1001267,688,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MAPLE LEAF PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Push-Up Bars
4865,1001268,688,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MAPLE LEAF PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Alpine V1 Rock Wall
4866,1001269,688,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MAPLE LEAF PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Bamboo Jungle
4867,1001270,688,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MAPLE LEAF PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Dip Station
4868,1001552,688,Picnic Site,picnic,Picnic Site,None,MAPLE LEAF PARK - Picnic Shelter
4869,2881,689,Outdoor Basketball Court,None,Basketball Court,None,MCNICOLL PARK - Basketball Court
4870,2883,689,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MCNICOLL PARK - Outdoor Tennis Court (  1)
4871,2884,689,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MCNICOLL PARK - Outdoor Tennis Court (  2)
4872,2885,689,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MCNICOLL PARK - Outdoor Tennis Court (  3)
4873,4042,689,Splash Pad,None,Splash/Spray Pad,None,MCNICOLL PARK - Splash/Spray Pad
4874,17856,689,Multipurpose Field,None,Multipurpose Field - Premier,P,MCNICOLL PARK - Multipurpose Field
4875,33823,689,Playground,None,Playground Site,None,MCNICOLL PARK - Playground
4876,58229,689,Outdoor Table Tennis,None,Outdoor Table Tennis,None,MCNICOLL PARK - Outdoor Table Tennis (  1)
4877,58230,689,Outdoor Table Tennis,None,Outdoor Table Tennis,None,MCNICOLL PARK - Outdoor Table Tennis (  2)
4878,75144,689,Bottle Filling Station,None,Water Bottle Filling Count,None,MCNICOLL PARK - Drinking Water Source
