_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
2742,34241,384,Playground,None,Playground Site,None,MATTY ECKLER PLAYGROUND - Playground
2743,42591,384,Outdoor Chess Table,None,Outdoor Chess Table,None,MATTY ECKLER PLAYGROUND - Outdoor Chess Table (  2)
2744,42592,384,Outdoor Chess Table,None,Outdoor Chess Table,None,MATTY ECKLER PLAYGROUND - Outdoor Chess Table (  1)
2745,49345,384,Community Garden,None,Community Garden,None,MATTY ECKLER PLAYGROUND - Community Garden
2746,132750,384,Outdoor Table Tennis,None,Outdoor Table Tennis,None,MATTY ECKLER PLAYGROUND - Outdoor Table Tennis (  2)
2747,2703,385,Drinking Fountain,None,Drinking Fountain Count,None,PERTH AVENUE PARKETTE - Drinking Water Source
2748,3915,385,Outdoor Basketball Court,None,Basketball Court,None,PERTH AVENUE PARKETTE - Basketball Court
2749,2654,386,Drinking Fountain,None,Drinking Fountain Count,None,ROUNDHOUSE PARK - Drinking Water Source (  1)
2750,33898,386,Playground,None,Playground Site,None,ROUNDHOUSE PARK - Playground
2751,97064,386,Drinking Fountain,None,Drinking Fountain Count,None,ROUNDHOUSE PARK - Drinking Water Source (  2)
2752,850036,386,Parking Lot,None,Outdoor Parking Lot,None,ROUNDHOUSE PARK - Outdoor Parking Lot
2753,2635,388,Drinking Fountain,None,Drinking Fountain Count,None,SEATON PARK - Drinking Water Source
2754,6123,389,Gazebo,None,Gazebo,None,SIMCOE PARK - Shade Structure
2755,2273,393,Drinking Fountain,None,Drinking Fountain Count,None,WELLS HILL PARK - Drinking Water Source (  1)
2756,4339,393,Wading Pool,None,Wading Pool,None,WELLS HILL PARK - Wading Pool
2757,17323,393,Bowling Green,None,Bowling Green,None,WELLS HILL LAWN BOWLING CLUB  - Bowling Green
2758,29729,393,Washroom Facility,None,Washroom Building,None,WELLS HILL PARK - Washroom Building
2759,34323,393,Playground,None,Playground Site,None,WELLS HILL PARK - Playground
2760,49607,393,Picnic Site,picnic,Picnic Site,None,WELLS HILL - Picnic Site (  1)
2761,49608,393,Picnic Site,picnic,Picnic Site,None,WELLS HILL - Picnic Site (  2)
2762,59625,393,Outdoor Table Tennis,None,Outdoor Table Tennis,None,WELLS HILL PARK - Outdoor Table Tennis
2763,102158,393,Bottle Filling Station,None,Water Bottle Filling Count,None,WELLS HILL PARK - Drinking Water Source (  2)
2764,102158,393,Drinking Fountain,None,Drinking Fountain Count,None,WELLS HILL PARK - Drinking Water Source (  2)
2765,17082,394,Beach,None,Beach,None,SUNNYSIDE BEACH (  2)
2766,23349,394,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 59)
2767,23351,394,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 60)
2768,28350,394,Picnic Site,picnic,Picnic Site,None,SUNNYSIDE PARK - Picnic Site
2769,32477,394,Parking Lot,None,Outdoor Parking Lot,None,SUNNYSIDE PARK - Outdoor Parking Lot
2770,46102,394,Washroom Facility,None,Washroom Building,None,SUNNYSIDE PARK - Washroom Building (  1)
2771,46103,394,Washroom Facility,None,Washroom Building,None,SUNNYSIDE PARK - Washroom Building (  2)
2772,49186,394,Playground,None,Playground Site,None,SUNNYSIDE PARK - Playground
2773,29652,395,Fieldhouse,None,Fieldhouse,None,SUNNYSIDE PARK BATHING PAVILION
2774,29652,395,Change Room Facility,None,Changeroom Building,None,SUNNYSIDE PARK BATHING PAVILION
2775,29652,395,Washroom Facility,None,Washroom Building,None,SUNNYSIDE PARK BATHING PAVILION
2776,36122,395,Shop,room,Room,None,SUNNYSIDE PARK BATHING PAVILION - Shop - Cafe
2777,29935,396,Kitchen,room,Kitchen,None,WEST ACRES SENIORS CENTRE - Kitchen
2778,41536,396,Gymnasium,gym,Gymnasium,None,WEST ACRES SENIORS CENTRE - Gymnasium
2779,48081,396,Lounge,room,Room - C,C,WEST ACRES SENIORS CENTRE - Lounge
2780,48515,396,Multipurpose Room,room,Room - B,B,WEST ACRES SENIORS CENTRE - Multipurpose Room
2781,29655,398,Washroom Facility,None,Washroom Building,None,TAM O'SHANTER GOLF COURSE CLUBHOUSE
2782,29655,398,Clubhouse,None,Clubhouse,None,TAM O'SHANTER GOLF COURSE CLUBHOUSE
2783,32520,398,Parking Lot,None,Outdoor Parking Lot,None,TAM O'SHANTER GOLF COURSE - Outdoor Parking Lot (  1)
2784,32521,398,Parking Lot,None,Outdoor Parking Lot,None,TAM O'SHANTER GOLF COURSE - Outdoor Parking Lot (  2)
2785,57399,398,Pond,None,Open Water,None,TAM O'SHANTER GOLF COURSE - Open Water (  1)
2786,57400,398,Pond,None,Open Water,None,TAM O'SHANTER GOLF COURSE - Open Water (  2)
2787,44889,399,Parking Lot,None,Outdoor Parking Lot,None,GARRISON COMMON - Outdoor Parking Lot
2788,29535,400,Clubhouse,None,Clubhouse,None,HUMBER VALLEY GOLF COURSE CLUBHOUSE
2789,29845,400,Kitchen,room,Kitchen,None,HUMBER VALLEY GOLF COURSE CLUBHOUSE - Kitchen
2790,32516,400,Parking Lot,None,Outdoor Parking Lot,None,HUMBER VALLEY GOLF COURSE - Outdoor Parking Lot (  1)
2791,32517,400,Parking Lot,None,Outdoor Parking Lot,None,HUMBER VALLEY GOLF COURSE - Outdoor Parking Lot (  2)
2792,989799,400,Gazebo,None,Gazebo,None,HUMBER VALLEY GOLF COURSE - Shade Structure
2793,29631,401,Clubhouse,None,Clubhouse,None,SCARLETT WOODS GOLF COURSE CLUBHOUSE
2794,29631,401,Washroom Facility,None,Washroom Building,None,SCARLETT WOODS GOLF COURSE CLUBHOUSE
2795,32519,401,Parking Lot,None,Outdoor Parking Lot,None,SCARLETT WOODS GOLF COURSE - Outdoor Parking Lot
2796,57389,401,Pond,None,Open Water,None,SCARLETT WOODS GOLF COURSE - Open Water (  1)
2797,57390,401,Pond,None,Open Water,None,SCARLETT WOODS GOLF COURSE - Open Water (  2)
2798,79366,401,Disc Golf Course,None,Disc Golf,None,SCARLETT WOODS GOLF COURSE - Disc Golf Course
2799,29358,402,Clubhouse,None,Clubhouse,None,DENTONIA PARK GOLF COURSE CLUBHOUSE
2800,29358,402,Washroom Facility,None,Washroom Building,None,DENTONIA PARK GOLF COURSE CLUBHOUSE
2801,32515,402,Parking Lot,None,Outdoor Parking Lot,None,DENTONIA PARK GOLF COURSE - Outdoor Parking Lot
2802,95045,402,Disc Golf Course,None,Disc Golf,None,DENTONIA PARK GOLF COURSE - Disc Golf Course
2803,29876,405,Kitchen,room,Kitchen - B,B,MILLIKEN PARK COMMUNITY RECREATION CENTRE - Kitchen
2804,41433,405,Gymnasium,gym,Gymnasium - A,A,MILLIKEN PARK COMMUNITY RECREATION CENTRE - Gymnasium
2805,48029,405,Lounge,room,Room - C,C,MILLIKEN PARK COMMUNITY RECREATION CENTRE - Lounge
2806,48382,405,Craft Room,room,Room-Craft - C,C,MILLIKEN PARK COMMUNITY RECREATION CENTRE - Craft Room
2807,48383,405,Multipurpose Room,room,Room - C,C,MILLIKEN PARK COMMUNITY RECREATION CENTRE - Multipurpose Room
2808,48384,405,Preschool,room,Preschool - C,C,MILLIKEN PARK COMMUNITY RECREATION CENTRE - Preschool
2809,32326,406,Parking Lot,None,Outdoor Parking Lot,None,GUILD PARK AND GARDENS - Outdoor Parking Lot (  1)
2810,36491,406,Fieldhouse,None,Fieldhouse,None,GUILD PARK AND GARDENS - Fieldhouse
2811,75804,406,Washroom Facility,None,Washroom Building,None,GUILD PARK AND GARDENS - Banquet Hall Facility
2812,102032,406,Bottle Filling Station,None,Water Bottle Filling Count,None,GUILD PARK AND GARDENS - Drinking Water Source
2813,849953,406,Parking Lot,None,Outdoor Parking Lot,None,GUILD PARK AND GARDENS - Outdoor Parking Lot (  4)
2814,849954,406,Parking Lot,None,Outdoor Parking Lot,None,GUILD PARK AND GARDENS - Outdoor Parking Lot (  5)
2815,849955,406,Parking Lot,None,Outdoor Parking Lot,None,GUILD PARK AND GARDENS - Outdoor Parking Lot (  6)
2816,849956,406,Parking Lot,None,Outdoor Parking Lot,None,GUILD PARK AND GARDENS - Outdoor Parking Lot (  7)
2817,849957,406,Parking Lot,None,Outdoor Parking Lot,None,GUILD PARK AND GARDENS - Outdoor Parking Lot (  8)
2818,849958,406,Parking Lot,None,Outdoor Parking Lot,None,GUILD PARK AND GARDENS - Outdoor Parking Lot (  9)
2819,849959,406,Parking Lot,None,Outdoor Parking Lot,None,GUILD PARK AND GARDENS - Outdoor Parking Lot ( 10)
2820,849960,406,Parking Lot,None,Outdoor Parking Lot,None,GUILD PARK AND GARDENS - Outdoor Parking Lot ( 11)
2821,74203,408,Playground,None,Playground Site,None,ST. JAMES PARK - Playground
2822,93923,408,Splash Pad,None,Splash/Spray Pad,None,ST. JAMES PARK - Splash/Spray Pad
2823,102129,408,Bottle Filling Station,None,Water Bottle Filling Count,None,ST. JAMES PARK - Drinking Water Source
2824,850058,408,Parking Lot,None,Outdoor Parking Lot,None,ST. JAMES PARK - Outdoor Parking Lot
2825,2221,410,Bottle Filling Station,None,Water Bottle Filling Count,None,IVAN FORREST GARDENS - Drinking Water Source
2826,2221,410,Dog Fountain,None,Dog Fountain Count,None,IVAN FORREST GARDENS - Drinking Water Source
2827,28311,410,Picnic Site,picnic,Picnic Site,None,IVAN FORREST GARDENS - Picnic Site
2828,57359,410,Pond,None,Open Water,None,IVAN FORREST GARDENS - Open Water
2829,5390,413,Wading Pool,None,Wading Pool,None,GENERAL MERCER SCHOOL - Wading Pool
2830,14295,419,Pickleball Court,None,None,None,REGENT PARK ATHLETIC GROUNDS  - Outdoor Artificial Ice Rink
2831,14295,419,Outdoor Dry Pad,ice,Outdoor Dry Pad - A,A,REGENT PARK ATHLETIC GROUNDS  - Outdoor Artificial Ice Rink
2832,14295,419,Pickleball Court,None,None,None,REGENT PARK ATHLETIC GROUNDS  - Outdoor Artificial Ice Rink
2833,14295,419,Pickleball Court,None,None,None,REGENT PARK ATHLETIC GROUNDS  - Outdoor Artificial Ice Rink
2834,14295,419,Pickleball Court,None,None,None,REGENT PARK ATHLETIC GROUNDS  - Outdoor Artificial Ice Rink
2835,14295,419,Pickleball Court,None,None,None,REGENT PARK ATHLETIC GROUNDS  - Outdoor Artificial Ice Rink
2836,28897,419,Washroom Facility,None,Washroom Building,None,REGENT PARK FIELDHOUSE
2837,29956,419,Dressing Room,None,Change Room,None,REGENT PARK FIELDHOUSE - Dressing Room - Female (  2)
2838,30622,419,Dressing Room,None,Change Room,None,REGENT PARK FIELDHOUSE - Dressing Room - Female (  1)
2839,30623,419,Dressing Room,None,Change Room,None,REGENT PARK FIELDHOUSE - Dressing Room - Male
2840,43598,419,Outdoor Rink,ice,Outdoor Ice Pad,None,REGENT PARK ATHLETIC GROUNDS - Outdoor Ice Pad
2841,60089,419,Multipurpose Room,room,Room,None,REGENT PARK FIELDHOUSE - Multipurpose Room
2842,60762,419,Multipurpose Field,None,Multipurpose Field - Premier,P,REGENT PARK ATHLETIC GROUNDS - Sport Field
2843,60763,419,Outdoor track,None,Outdoor Track,None,REGENT PARK ATHLETIC GROUNDS - Outdoor Track
2844,60764,419,Outdoor Basketball Court,None,Basketball Court,None,REGENT PARK ATHLETIC GROUNDS - Outdoor Basketball Court
2845,95165,419,Outdoor Table Tennis,None,Outdoor Table Tennis,None,REGENT PARK ATHLETIC GROUNDS - Outdoor Table Tennis
2846,102265,419,Drinking Fountain,None,Drinking Fountain Count,None,REGENT PARK ATHLETIC GROUNDS - Drinking Water Source
2847,2593,421,Drinking Fountain,None,Drinking Fountain Count,None,STAN WADLOW PARK - Drinking Water Source (  1)
2848,5067,421,Outdoor Pool,pool,Outdoor Pool Tank,None,KIWANIS - Outdoor Pool Tank
2849,5069,421,Splash Pad,None,Splash/Spray Pad,None,STAN WADLOW PARK - Splash/Spray Pad
2850,6094,421,Washroom Facility,None,Washroom Building,None,KIWANIS OUTDOOR POOL BUILDING
2851,17940,421,Multipurpose Field,None,Multipurpose Field - C,C,STAN WADLOW PARK - Multipurpose Field
2852,18268,421,Ball Diamond,sport,Baseball Diamond Field - B,B,STAN WADLOW PARK - Ball Diamond Field (  2)
